LOAN,REASON,ID,BAD
27400,HomeImp,5112,1
27400,DebtCon,5117,1
27500,DebtCon,5125,1
27500,DebtCon,5129,1
27700,HomeImp,5152,1
27700,HomeImp,5155,1
27700,,5156,1
27700,DebtCon,5161,1
27700,HomeImp,5162,1
27700,DebtCon,5163,1
27900,DebtCon,5182,1
27900,DebtCon,5188,1
28000,DebtCon,5196,1
28000,DebtCon,5197,1
28100,DebtCon,5204,1
28100,DebtCon,5205,1
28100,DebtCon,5207,1
28200,DebtCon,5222,1
28300,HomeImp,5232,1
28500,DebtCon,5249,1
28600,DebtCon,5263,1
28700,DebtCon,5269,1
28900,DebtCon,5283,1
29000,,5291,1
29000,HomeImp,5292,1
29000,DebtCon,5293,1
29000,DebtCon,5294,1
29400,DebtCon,5302,1
29500,DebtCon,5308,1
29900,DebtCon,5318,1
30000,HomeImp,5329,1
30000,DebtCon,5330,1
30000,DebtCon,5331,1
30000,,5332,1
30100,HomeImp,5337,1
30200,DebtCon,5342,1
30200,DebtCon,5343,1
30300,,5349,1
30500,DebtCon,5365,1
30800,DebtCon,5376,1
30900,DebtCon,5382,1
31000,DebtCon,5385,1
31000,DebtCon,5388,1
31200,DebtCon,5398,1
31500,DebtCon,5406,1
31500,HomeImp,5407,1
31500,DebtCon,5408,1
31500,DebtCon,5409,1
31800,DebtCon,5417,1
32000,DebtCon,5433,1
32000,,5436,1
32300,DebtCon,5447,1
32400,DebtCon,5454,1
32900,,5469,1
33000,DebtCon,5476,1
33100,DebtCon,5481,1
33200,DebtCon,5483,1
33400,HomeImp,5490,1
33500,HomeImp,5494,1
34400,DebtCon,5529,1
34600,DebtCon,5531,1
34800,DebtCon,5536,1
35000,HomeImp,5543,1
35000,DebtCon,5546,1
36000,DebtCon,5563,1
36100,HomeImp,5568,1
36500,DebtCon,5583,1
36600,DebtCon,5587,1
36800,DebtCon,5592,1
36900,HomeImp,5593,1
37000,DebtCon,5595,1
37300,HomeImp,5600,1
38000,DebtCon,5614,1
38000,DebtCon,5615,1
38000,DebtCon,5616,1
38000,DebtCon,5618,1
38700,DebtCon,5630,1
38700,HomeImp,5632,1
38800,DebtCon,5633,1
38900,HomeImp,5634,1
39000,DebtCon,5639,1
39000,HomeImp,5640,1
39300,DebtCon,5643,1
39400,DebtCon,5646,1
39500,DebtCon,5648,1
39600,DebtCon,5652,1
40000,DebtCon,5657,1
40000,DebtCon,5661,1
40000,DebtCon,5662,1
40000,DebtCon,5663,1
40000,DebtCon,5664,1
40000,HomeImp,5665,1
40000,HomeImp,5666,1
40000,DebtCon,5667,1
40400,DebtCon,5674,1
40900,DebtCon,5688,1
41200,DebtCon,5694,1
41300,DebtCon,5697,1
41600,DebtCon,5704,1
41700,HomeImp,5707,1
41700,HomeImp,5708,1
41800,DebtCon,5709,1
42000,HomeImp,5712,1
42000,DebtCon,5714,1
42000,HomeImp,5715,1
42000,DebtCon,5716,1
42400,DebtCon,5724,1
42800,HomeImp,5732,1
43200,DebtCon,5742,1
43300,DebtCon,5747,1
43300,DebtCon,5748,1
43500,HomeImp,5753,1
44000,DebtCon,5761,1
44000,DebtCon,5762,1
44400,HomeImp,5765,1
45000,DebtCon,5768,1
45100,HomeImp,5771,1
45700,DebtCon,5774,1
45900,DebtCon,5775,1
46300,DebtCon,5778,1
47000,DebtCon,5782,1
47000,DebtCon,5784,1
47000,DebtCon,5785,1
47800,DebtCon,5794,1
49500,,5804,1
49500,DebtCon,5805,1
50000,HomeImp,5809,1
50000,HomeImp,5810,1
50000,HomeImp,5811,1
50000,DebtCon,5812,1
50000,DebtCon,5817,1
50000,DebtCon,5818,1
50000,DebtCon,5819,1
50000,HomeImp,5820,1
50000,DebtCon,5821,1
50000,DebtCon,5822,1
50000,DebtCon,5823,1
50100,,5827,1
50200,DebtCon,5829,1
50200,DebtCon,5830,1
50400,DebtCon,5834,1
50500,HomeImp,5838,1
53400,HomeImp,5875,1
53600,HomeImp,5877,1
53600,DebtCon,5878,1
53800,DebtCon,5883,1
56800,DebtCon,5887,1
60000,DebtCon,5897,1
61400,,5901,1
63300,DebtCon,5905,1
65500,DebtCon,5913,1
72300,DebtCon,5931,1
75400,DebtCon,5932,1
76500,DebtCon,5933,1
77200,HomeImp,5934,1
77400,HomeImp,5935,1
